"";"Champs";"Regie";"Soil_type";"Variete";"mean_temp";"total_precip";"frozen";"Rendement";"Pureté";"N_Fert";"P_Fert";"K_Fert";"Mg_Fert";"S_Fert";"Ca_Fert";"Zn_Fert";"Cu_Fert";"B_Fert";"Mn_Fert";"PhEau";"Age";"Ca_Sol (ppm)";"P_Sol (ppm)";"Al_Sol (ppm)";"K_Sol (ppm)";"Mg_Sol (ppm)";"Zn_Sol (ppm)";"Cu_Sol (ppm)";"Mn_Sol (ppm)";"B_Sol (ppm)";"Fe_Sol (ppm)";"N_Fol (%)";"P_Fol (%)";"K_Fol (%)";"Ca_Fol (%)";"Mg_Fol (%)";"B_Fol (%)";"Cu_Fol (%)";"Fe_Fol (%)";"Mn_Fol (%)";"Zn_Fol (%)";"Al_Fol (%)"
"1524";"A07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12994;0,563380281690141;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,64;11;177,8;231;1309,2;92,6;27;1,58;3,154;2,14;0,46;247,976;1,1;0,13;0,57;0,92;0,21;0,00276;0,00036;0,00596;0,02516;0,00191;0,0045
"1525";"A08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9669;0,643835616438356;59,916;42,305;84,335;14,085;390,6;75,411;0;1,25;0;0;4,84;11;303,8;207,2;1370,4;96,6;33,8;1,4;2,76;2,6;0,48;305,372;1,1;0,13;0,61;1,02;0,22;0,00333;0,00033;0,00677;0,03678;0,00274;0,0055
"1526";"A09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11089;0,827586206896552;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,64;11;173;207,2;1260,6;99,4;27,4;3,52;3,122;3,2;0,46;243,946;1,1;0,11;0,57;0,86;0,19;0,0028;0,00031;0,00712;0,02166;0,00197;0,0043
"1527";"B03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11442;0,614285714285714;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,6;11;185,6;164,2;1178,2;113,8;32,2;2,24;3,122;2,62;0,42;231,6;1;0,14;0,61;0,85;0,21;0,00281;0,00028;0,00537;0,01945;0,00197;0,0041
"1528";"B05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9623;0,565789473684211;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,6;10;177,4;204;1186,8;112;29,4;2,02;3,386;2,56;0,48;214,728;1;0,13;0,62;0,94;0,21;0,00274;0,00032;0,00559;0,01657;0,00226;0,004
"1529";"B07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10912;0,527472527472527;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,6;10;184,3;161,3;1256,6;101,7;28,5;1,75;3,712;2,41;0,44;242,498;1,1;0,14;0,64;0,9;0,22;0,00299;0,00029;0,00713;0,01973;0,00213;0,0052
"1530";"C01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;15410;0,506024096385542;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,58;10;184,2;193,2;1169,6;113,8;31,6;1,86;3,75;2,62;0,44;207,882;1,2;0,14;0,64;1,02;0,24;0,00293;0,00034;0,01177;0,02703;0,00275;0,0065
"1531";"C03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14293;0,540540540540541;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,64;10;172;163,2;1339,8;101,6;27;1,7;3,548;2,5;0,46;213,908;1;0,11;0,55;0,9;0,19;0,00288;0,00031;0,00722;0,02564;0,00209;0,0042
"1532";"C05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10130;0,545454545454545;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,58;10;188,4;190,6;1266;109,2;31;1,86;3,466;2,44;0,44;210,162;1;0,14;0,6;0,94;0,22;0,00314;0,00032;0,00738;0,02046;0,00228;0,0047
"1533";"C07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11691;0,654320987654321;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,64;10;176;160,4;1364,4;98;25,4;3,36;3,662;3,12;0,5;185,122;1,1;0,11;0,55;0,91;0,214;0,002888;0,000314;0,006286;0,020274;0,00211;0,0045
"1534";"C09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12192;0,746835443037975;52,716;37,055;80,585;13,335;390,6;65,961;0;1,25;0;0;4,66;10;179,4;148,6;1293;106,6;27,8;5,38;4,234;3,98;0,46;197,074;1,1;0,12;0,63;0,934;0,216;0,002948;0,000314;0,006598;0,022384;0,002222;0,00478
"1535";"01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;5056;0,98;48;35;90;5;248,4;63;0;0;0;0;4,6;12;167,4;326,2;1476,4;90,4;29;3,36;4,192;3,24;0,5;254,518;1;0,14;0,68;1,2;0,26;0,0039;0,00042;0,00937;0,06401;0,00261;0,0084
"1536";"02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13153;0,88;52,8;38,5;92,5;5,5;248,4;69,3;0;0;0;0;4,72;12;147,2;263,2;1341,8;73;23,8;2,26;2,524;2,12;0,4;249,292;1;0,15;0,63;1,19;0,27;0,00295;0,00039;0,00908;0,03486;0,0025;0,0081
"1537";"03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13553;0,29;43,2;31,5;87,5;4,5;248,4;56,7;0;0;0;0;4,62;12;194,8;220,8;1349,6;106,6;33,6;1,7;3,692;2,54;0,42;287,722;0,9;0,12;0,6;1,06;0,23;0,00314;0,00032;0,00757;0,02498;0,00202;0,0072
"1538";"08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;20383;0,2;48;35;106,5;13,1;264,9;63;0;0;0;0;4,7;10;167,6;241,6;1401;92;24,8;1,28;3,97;2,38;0,54;229,388;1;0,13;0,56;1,03;0,21;0,00263;0,00029;0,00759;0,02663;0,00184;0,0061
"1539";"09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;24301;0,39;48;35;106,5;13,1;264,9;63;0;0;0;0;4,64;12;196,4;197,6;1249;109,6;34;1,88;4,128;2,66;0,46;221,824;1;0,12;0,58;0,92;0,2;0,00279;0,00029;0,00835;0,02335;0,00177;0,0065
"1540";"10";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16526;0,395348837209302;48;35;106,5;13,1;264,9;63;0;0;0;0;4,62;12;182;180,6;1312,2;100,8;29,4;1,92;3,87;2,6;0,48;245,338;1;0,13;0,61;0,97;0,22;0,00308;0,00035;0,00757;0,02581;0,00198;0,0062
"1541";"11";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18201;0,986486486486487;43,2;31,5;104;12,6;264,9;56,7;0;0;0;0;4,54;12;152,2;275,4;1395;82,8;25,2;1,12;2,694;2,12;0,44;277,036;1;0,14;0,61;1,19;0,24;0,00275;0,00037;0,01072;0,04062;0,00254;0,0089
"1542";"12";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;21837;0,716049382716049;48;35;106,5;13,1;264,9;63;0;0;0;0;4,68;12;182,6;229;1291,4;93;29,2;1,82;3,278;2,4;0,36;247,096;1;0,13;0,58;1,03;0,22;0,00292;0,00031;0,01089;0,0272;0,00224;0,0083
"1543";"13";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;17570;0,746666666666667;48;35;106,5;13,1;264,9;63;0;0;0;0;4,64;12;191,4;162,2;1368,8;96;26,8;3,46;3,202;3,14;0,44;232,328;1;0,13;0,56;1,18;0,26;0,00297;0,00038;0,01373;0,0311;0,00241;0,0098
"1544";"14";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;10879;0,293478260869565;48;35;106,5;13,1;264,9;63;0;0;0;0;4,64;12;189;242,6;1528,6;92,8;26;1,68;3,442;2,2;0,54;241,276;1;0,15;7;1,02;0,24;0,00273;0,00033;0,00721;0,0305;0,00193;0,0064
"1545";"15";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;21137;0,369565217391304;48;35;106,5;13,1;264,9;63;0;0;0;0;4,72;12;170,2;186;1403,6;91,2;25,4;1,52;4,22;2,26;0,44;220,272;1;0,13;0,61;1,06;0,24;0,00303;0,00034;0,01032;0,03358;0,00221;0,008
"1546";"01";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12564;1;40,2;28,3;67,8;4;152,7;50,4;0;1,25;0;0;4,494112;20;111,46861827;251,58844724;1498,5125694;61,038583334;19,516706807;11,7;4,9;6,3;0,44;163;1,1;0,14;0,49;1,13;0,28;0,00291;0,00041;0,01105;0,09697;0,00265;0,0134206
"1547";"02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11725;1;28,8;21;62,5;3;152,7;37,8;0;1,25;0;0;4,461168;20;108,320641962;196,292395908;1462,6668636;45,944210184;15,8176939738;14,9;4,9;5,9;0,48;209;1,1;0,14;0,51;1,15;0,29;0,00309;0,00049;0,01181;0,08528;0,00305;0,0114606
"1548";"03";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11725;0,987654320987654;28,8;21;62,5;3;152,7;37,8;0;1,25;0;0;4,574112;20;120,86861827;179,38844724;1501,3125694;62,238583334;17,716706807;10,8;4,9;6,4;0,46;178;1,1;0,14;0,55;1;0,27;0,00336;0,00041;0,01111;0,08809;0,00262;0,0166808
"1549";"04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18089;1;28,8;21;62,5;3;152,7;37,8;0;1,25;0;0;4,494112;20;123,46861827;297,78844724;1503,1125694;61,038583334;17,716706807;11,7;5;6,3;0,4;194;1,1;0,14;0,52;1,17;0,27;0,00295;0,00046;0,01105;0,08177;0,00271;0,015774
"1550";"05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18089;0,988372093023256;28,8;21;62,5;3;152,7;37,8;0;1,25;0;0;4,514112;20;139,46861827;294,78844724;1552,3125694;58,838583334;18,316706807;10,4;5,1;6,4;0,42;165;1,2;0,14;0,4;1,14;0,28;0,00303;5e-04;0,01307;0,08358;0,00344;0,016234
"1551";"06";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13111;1;28,8;21;62,5;3;287,7;37,8;0;1,25;0;0;4,574112;20;135,46861827;271,58844724;1567,7125694;58,638583334;16,716706807;14,7;4,9;5,9;0,44;202;1,1;0,14;0,58;1,05;0,29;0,00291;0,00046;0,01396;0,0959;0,00248;0,0117824
"1552";"08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14641;1;28,8;21;62,5;3;152,7;37,8;0;1,25;0;0;4,437496;19;96,91256221;135,20916796;1424,0966534;43,952697448;13,627517617;12,6;4,7;6,2;0,54;268;1,1;0,14;0,58;1,09;0,27;0,00297;0,00038;0,00836;0,06522;0,00258;0,014454
"1553";"09";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14641;1;28,8;21;62,5;3;107,7;37,8;0;1,25;0;0;4,457496;19;99,11256221;145,00916796;1389,4966534;40,552697448;13,027517617;14,2;4,7;6;0,4;257;1;0,14;0,52;1,11;0,27;0,0027;0,00049;0,00945;0,06825;0,00245;0,016674
"1554";"10";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13516;1;28,8;21;62,5;3;107,7;37,8;0;1,25;0;0;4,474112;19;107,66861827;164,18844724;1345,1125694;50,838583334;15,516706807;13,4;4,8;6,1;0,42;264;1;0,14;0,53;1,04;0,25;0,00259;0,00042;0,01537;0,07498;0,00222;0,0144624
"1555";"11";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12023;0,95;40,2;28,3;67,8;4;152,7;50,4;0;1,25;0;0;4,474112;12;123,06861827;220,78844724;1533,7125694;58,438583334;17,916706807;9,3;5;6,5;0,36;167;1,1;0,14;0,57;1,26;0,27;0,00332;0,00041;0,01503;0,09051;0,00293;0,00558
"1556";"12";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12023;0,909090909090909;38,4;28;67,5;4;152,7;50,4;0;1,25;0;0;4,494112;12;127,26861827;184,58844724;1509,3125694;61,638583334;17,116706807;10,5;5,1;6,4;0,38;208;1,1;0,14;0,56;1,08;0,25;0,00293;0,00041;0,01491;0,07972;0,00259;0,00484
"1557";"13";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;12217;0,971014492753623;38,4;28;67,5;4;287,7;50,4;0;1,25;0;0;4,541168;13;116,520641962;120,892395908;1436,4668636;45,944210184;13,6176939738;10,2;5;6,4;0,42;199;1;0,14;0,5;1,21;0,25;0,00264;0,00039;0,01304;0,08295;0,00256;0,00638
"1558";"14";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;13065;0,96;38,4;28;67,5;4;287,7;50,4;0;1,25;0;0;4,76;10;165,2;283,2;1652,2;73;19,2;10,2;4,9;6,4;0,5;149;1;0,13;0,49;1,12;0,23;0,00294;4e-04;0,00958;0,06436;0,00252;0,00448
"1559";"15";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;9746;0,95;40,2;28,3;67,8;4;152,7;50,4;0;1,25;0;0;4,574112;11;90,46861827;151,38844724;1417,5125694;44,438583334;12,916706807;11,4;5;6,3;0,36;187;1,1;0,14;0,51;1,15;0,26;0,00297;0,00042;0,01302;0,07325;0,00262;0,00708
"1560";"16.1";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18869;0,928571429;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;4,9;7;133,4;363,2;1629,2;63,4;19,8;10;5,4;6,4;0,48;162;1,1;0,13;0,61;1,2;0,25;0,00322;5e-04;0,01115;0,11424;0,00252;0,00498
"1561";"16.2";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18869;0,912621359;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;4,88;7;130,4;266,8;1577,2;63,4;20,4;13,3;5,2;6,1;0,46;192;1,1;0,13;0,54;1,23;0,25;0,00276;0,00043;0,00864;0,09017;0,00242;0,00448
"1562";"16.3";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;18869;0,957446809;40,2;28,3;67,8;4;242,7;50,4;0;1,25;0;0;4,94;7;115;177,8;1181,6;52,6;17,2;7,2;5,3;6,8;0,42;140;1,1;0,13;0,46;1,23;0,25;0,00262;0,00036;0,00782;0,06983;0,00246;0,00502
"1563";"01";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;20918;0,9368115942;33,9;33,9;87,9;8,1;64,44;0;0;0;0;0;4,507422;21,4;217,53266184;187,75601122;1422,4723414;52,38457144;17,198482246;2,8634893874;4,1648227324;4,5843682076;0,46;344,36254794;1,1;0,12;0,58;1,24;0,26;0,00172;0,00055;0,00551;0,0558;0,00284;0,006651
"1564";"02";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;26899;1;33,9;33,9;71,4;0;47,94;0;0;0;0;0;4,562119;21,2;221,15072904;185,3026088;1375,1033434;56,781465084;18,422288946;2,7725188514;4,323438104;4,7115239092;0,5;337,86865826;1,2;0,12;0,61;1,15;0,26;0,00157;0,00053;0,00481;0,06619;0,00264;0,0063404
"1565";"05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;19233;0,9313333334;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,516807;24;235,88468904;261,62994422;1333,4192748;56,281569634;20,195464088;2,7896766574;4,1229969626;4,3516544744;0,5;381,10810972;1,3;0,11;0,47;1,09;0,28;0,00188;0,00041;0,00866;0,07403;0,00264;0,0061848
"1566";"06";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;20923;0,6441038962;14,34;14,34;68,34;8,1;44,76;0;0;0;0;0;4,661718;18,6;218,61098316;208,36641796;1181,73114708;49,449729306;19,989990818;1,7169314288;5,528416112;2,4958082028;0,52;390,62521722;1,2;0,13;0,55;0,93;0,25;0,00155;0,00045;0,00931;0,06686;0,00226;0,0046318
"1567";"09";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;24410;0,8650871938;33,9;33,9;87,9;8,1;64,44;0;0;0;0;0;4,567954;24;240,92293084;186,87634752;1298,7394806;52,446149348;18,277818514;3,4028496232;4,2948507334;5,1225563182;0,5;356,67148552;1,3;0,12;0,59;1,13;0,27;0,00171;0,00048;0,00467;0,06668;0,00263;0,0062374
"1568";"10";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;24947;0,9492903226;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,486367;17,4;184,75452892;260,93875448;1129,5648022;74,307636106;24,21509744;1,9132924568;3,727550458;3,2148168686;0,52;314,56125916;1,2;0,12;0,55;1,23;0,26;0,00185;0,00047;0,00515;0,06712;0,00257;0,0062374
"1569";"11";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;18309;0,7934616754;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,553301;15,8;163,9417888;219,61069098;1117,3032348;75,399743548;23,331076992;1,7514413054;4,0315195728;2,7942636832;0,44;292,57841116;1,3;0,12;0,55;0,88;0,22;0,00122;4e-04;0,00505;0,03489;0,00171;0,0051904
"1570";"12";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;25989;0,7222040692;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,586192;19;176,885588912;159,22538118;1124,6581434;45,707154722;20,609127816;1,9522869948;4,2052366118;2,8057911684;0,46;379,46181816;1,2;0,12;0,51;1,03;0,25;0,00117;0,00043;0,00632;0,04282;0,00187;0,0046318
"1571";"13";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;34271;0,7483160256;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,421002;20;159,0404072;121,199935664;1139,20500078;36,836606496;15,55578864;1,8573127122;3,6336066274;1,5030783904;0,5;412,6862451;1,1;0,12;0,47;0,96;0,25;0,00144;0,00035;0,00737;0,03179;0,00182;0,0038218
"1572";"14";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;28208;0,8827560698;26,08;26,08;80,08;8,1;56,24;0;0;0;0;0;4,455699;20,8;200,953880992;144,27262982;1192,4956884;37,137659258;18,106438636;2,2333976374;3,7925264408;2,7791294154;0,58;424,24020976;1,1;0,12;0,44;1,03;0,28;0,00157;0,00035;0,00703;0,02883;0,00197;0,0031412
"1573";"15";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;15489;0,889442971;13,02;13,02;67,02;8,1;44,76;0;0;0;0;0;4,387003;19;140,650600312;161,13013222;1232,4538784;44,689066914;16,09245589;1,7419404764;3,5162642714;1,7832764536;0,44;389,7488197;1,1;0,11;0,47;0,96;0,25;0,00161;0,00038;0,00623;0,02918;0,00177;0,0052038
"1574";"16";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;25195;0,963726081;24,76;24,76;78,76;8,1;56,24;0;0;0;0;0;4,453658;21,6;167,544120652;146,41764308;1232,2901464;42,546638848;15,757342102;1,9975846138;3,6939508976;2,8551959304;0,54;405,00481022;1,1;0,11;0,45;1,05;0,24;0,00183;0,00039;0,0056;0,0303;0,00248;0,004036
"1575";"01";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;25242;0,63;39,91;39,91;61,91;10,8;72,348;0;0;0;0;0;4,54;10;139,2;242;1234,4;77;22,4;1,08;3,42;2,34;0,44;227,866;1,1;0,136;0,628;1;0,236;0,002888;0,00047;0,006476;0,048846;0,002166;0,006627
"1576";"02";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;23497;0,87;30,16;30,16;52,16;10,8;60,048;0;0;0;0;0;4,56;10;141;223,8;1042,4;85,2;27,4;1,04;3,394;2,8;0,48;270,94;1,2;0,10624;0,49706;0,81632;0,18056;0,004306;0,000444;0,006268;0,045176;0,002074;0,0063132
"1577";"03";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;26285;0,67;39,91;39,91;61,91;10,8;72,348;0;0;0;0;0;4,62;10;132,8;240,2;1089,8;84,2;25,6;1,08;3,024;2,62;0,44;264,92;1,2;0,166;0,72;1,2;0,284;0,003956;0,000498;0,007704;0,056004;0,00253;0,006407
"1578";"04";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;22614;0,82;39,91;39,91;101,91;10,8;86,748;0;0;0;0;0;4,6;10;148,4;219,2;1274,6;66,74;21;1,08;3,08;2,74;0,52;225,48;1,2;0,11024;0,47714;0,81606;0,18648;0,00354;0,000444;0,006152;0,048766;0,00215;0,0066062
"1579";"05";"Conventional";"Sand";"Stevens";14,1227777777778;589,9;69;21891;0,77;39,91;39,91;101,91;10,8;86,748;0;0;0;0;0;4,6;10;147,8;228,4;1166;78,4;21,8;1,2;3,494;3,2;0,46;224,86;1,2;0,132;0,576;1,048;0,236;0,002894;0,000438;0,006216;0,059142;0,00224;0,0076662
"1580";"01";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;16304,5;0,99;14,4;10,5;109,5;12,3;230,8;18,9;0;0;0;0;4,6;24;2160;113;600;131;113;2,5;3,56;2,7;0,5;249,38;1,1;0,13;0,58;1,33;0,24;0,00308;0,00068;0,00398;0,02874;0,00312;0,0102
"1581";"02";"Organic";"Organic";"Ben Larocque";14,1227777777778;589,9;69;13461,5;0,848;14,4;10,5;109,5;12,3;50,8;18,9;0;0;0;0;4,4;23;3519;54;280;240;225;3;4,87;4,1;0,6;158,33;1,1;0,13;0,66;1,03;0,19;0,00228;0,00034;0,00316;0,01662;0,00194;0,0076
"1582";"03";"Organic";"Organic";"Bergman";14,1227777777778;589,9;69;8699;1;4,8;3,5;104,5;11,3;230,8;6,3;0;0;0;0;4,4;23;2737;134;492;158;142;2,8;8,22;3,7;0,5;216,77;1,1;0,13;0,62;1,07;0,19;0,00251;0,00039;0,00343;0,03471;0,00278;0,00852
"1583";"04";"Organic";"Organic";"Bergman";14,1227777777778;589,9;69;6063,5;0,848;4,8;3,5;104,5;11,3;230,8;6,3;0;0;0;0;4,6;26;3929;74;533;180;186;2,6;2,97;3,2;0,6;210,71;1;0,12;0,6;1,16;0,21;0,00241;0,00075;0,00361;0,02201;0,00265;0,00616
"1584";"05";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;18324,5;0,75;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;3226;83;610;184;175;3,6;4,17;2,7;0,5;192,09;1;0,11;0,57;1,1;0,21;0,00259;0,00065;0,00381;0,02078;0,00259;0,00958
"1585";"06";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;12772;0,61;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2834;111;525;153;156;3,2;4,86;3;0,5;287,54;1,1;0,12;0,56;1,24;0,25;0,00313;0,00073;0,00384;0,0201;0,00302;0,00896
"1586";"07";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;6704;1;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2614;73;356;166;156;2,4;3,19;2,7;0,6;198,32;1,1;0,12;0,55;1,27;0,24;0,00293;0,00043;0,0039;0,01988;0,003;0,00944
"1587";"08";"Organic";"Organic";"Pilgrim";14,1227777777778;589,9;69;13684,5;0,88;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,5;26;2749;67;343;159;138;2,2;1,89;3,2;0,4;174,24;1,1;0,12;0,53;1,27;0,21;0,003;5e-04;0,00364;0,04141;0,00327;0,00948
"1588";"09";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;13344,5;0,95;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,2;14;2105;71;402;130;113;2,4;2,48;2,6;0,4;189,45;1,1;0,12;0,57;1,23;0,24;0,00294;0,00083;0,00401;0,03462;0,00285;0,0146188
"1589";"10";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;20187,5;1;24;17,5;114,5;13,3;230,8;31,5;0;0;0;0;4,6;14;2549;76;593;101;98;2;2,57;3,4;0,5;196,46;1,05;0,115;0,535;1,21;0,225;0,00294;0,000465;0,00424;0,05081;0,00273;0,0144594
"1590";"11";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;6492;1;14,4;10,5;109,5;12,3;230,8;18,9;0;0;0;0;4,4;14;1581;62;408;118;89;2;2,12;2,7;0,4;110,78;1;0,11;0,53;1,33;0,22;0,00233;0,00042;0,00332;0,01934;0,00283;0,0170124
"1591";"12";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;6354,5;1;9,6;7;107;11,8;230,8;12,6;0;0;0;0;4,4;14;2491;55;345;136;124;2,4;2,07;2,7;0,5;168,14;1;0,12;0,55;1,34;0,25;0,0025;0,00049;0,00347;0,01896;0,00301;0,0110584
"1592";"13";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;18532;1;33,6;24,5;119,5;14,3;230,8;44,1;0;0;0;0;4;14;1301;69;294;130;100;1,9;2,8;2;0,4;136,27;1,1;0,11;0,57;1,2;0,25;0,00271;0,00045;0,00354;0,01856;0,00296;0,0158644
"1593";"14";"Organic";"Organic";"Stevens";14,1227777777778;589,9;69;15466,5;0,98;9,6;7;107;11,8;230,8;12,6;0;0;0;0;4,4;14;1992;76;455;150;116;2,6;4,04;3,1;0,4;180,38;1,1;0,11;0,54;1,27;0,22;0,00241;0,00056;0,00373;0,02242;0,00294;0,0158362
"1594";"A02";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;7000;0,238095238095238;46,83072;34,1474;113,33984;9,30128;219,82116;61,46532;0,52316;1,04632;0;0;5,1;22;355;164;1339;87;30;0,7;0,93;2;0,6;376,67;1;0,16;0,67;0,85;0,22;0,00313;0,00035;0,00643;0,045;0,00157;0,0056706
"1595";"A04";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;8922;0,64367816091954;46,342488704;30,871607872;110,64726752;6,761712;236,302060992;54,83016;0,12672;1,372952;0;0;5,1;18;229;165;897;71;23;0,6;1,22;2;0,7;218,56;1,1;0,14;0,54;1,03;0,2;0,00254;0,00043;0,00614;0,04661;0,00245;0,0193626
"1596";"A05";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;14649;0,89;52,8;38,5;63,5;10,9;290;69,3;0;0;0;0;5,22;8;215;93;768,6;66,4;25,4;0,66;1,63;2,22;0,5;195,602;1,1;0,13;0,56;1,3;0,24;0,00344;0,00041;0,00716;0,06377;0,00295;0,00492
"1597";"A06";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16498;0,94;52,8;38,5;63,5;10,9;290;69,3;0;0;0;0;5,7;8;130;96;736;57;15;0,5;1,19;2;0,8;159,88;1,1;0,14;0,53;1,38;0,23;0,00315;0,00038;0,00742;0,05377;0,00294;0,00674
"1598";"A07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;7929;0,590361445783133;43,2;31,5;58,5;9,9;290;56,7;0;0;0;0;4,62;14;208,4;236,8;1336,2;78;26;1;2,742;2,34;0,54;285,424;0,9;0,15;0,51;1,07;0,2;0,0025;0,00034;0,00916;0,02465;0,00211;0,00452
"1599";"A08";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;11525;0,893939393939394;52,8;38,5;63,5;10,9;290;69,3;0;0;0;0;5,5;14;480;91;1337;69;41;0,6;1,46;3;0,6;304,27;1;0,14;0,47;1,17;0,21;0,00293;0,00032;0,00897;0,04148;0,00256;0,0152592
"1600";"B07";"Organic";"Sand";"Stevens";14,1227777777778;589,9;69;16605;1;62,4;45,5;68,5;11,9;290;81,9;0;0;0;0;4,792481;13;139,345244808;117,840100306;980,5084002;56,96481458;18,4983691822;0,7991439704;2,7493604814;1,5713871778;0,48;254,13385276;0,9;0,16;0,58;1,05;0,22;0,00254;0,00038;0,00891;0,03049;0,0025;0,016605
