Ferme;Regie;Latitude;Longitude;Municipalite;Champs;Annee_implantation;Annee_labo;Variete;Etat;Rendement_lbs_par_ac;Rendement_plus1_lbs_par_ac;;Foliaire_Azote_%;Foliaire_Phosphore_%;Foliaire_Potassium_%;Foliaire_Magnesium_%;Foliaire_Calcium_%;Foliaire_Bore_ppm;T-Soufre (?);Foliaire_Cuivre_ppm;Foliaire_Zinc_ppm;Foliaire_Manganese_ppm;Foliaire_Fer_ppm;Foliaire_Aluminium_ppm;Foliaire_Sodium_%;T-Molybdene (?);Sol_pH_eau;Sol_pH_tampon;Sol_Phosphore_kg_par_ha);Sol_Potassium_kg_par_ha;Sol_Magnesium_kg_par_ha;Sol_Calcium_kg_par_ha;Sol_Aluminium_ppm;Sol_Matiere_organique_%;Sol_Zinc_ppm;Sol_Cu_ppm;Sol_Bore_ppm;Sol_Manganese_ppm;Sol_Fer_ppm;Sol_Sodium_kg_par_ha;Dose_N_lbs_par_ac;Dose_P2O5_lbs_par_ac;Dose_K2O_lbs_par_ac;Dose_MgO_lbs_par_ac;Dose_SO3_lbs_par_ac;Dose_Ca_lbs_par_ac;Dose_Cl_lbs_par_ac;Dose_Zn_lbs_par_ac;Dose_Cu_lbs_par_ac;Dose_B_lbs_par_ac;Dose_Fe_lbs_par_ac;Dose_Mn_lbs_par_ac;Dose_Mo_lbs_par_ac
Atocas Blandford;T;46,1401;72,0204;Saint-Louis de Blandford ;C05;2001;2015;Stevens;P;21216,59494;35682,25861;;1,1;0,09;0,45;0,24;1,2;30,5;;3,6;31,6;136,6;49,4;;;;4;4,6;114;123;77;334;661;33,6;3,1;0,61;2,5;1,5;177,03;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0155;Saint-Louis de Blandford ;D01;2002;2015;Pilgrim;P;20910,84483;19942,83669;;1,1;0,13;0,53;0,24;1,17;32,6;;4;27,9;219,1;55,7;;;;4,6;5,9;172;54;16;75;1892;2;0,6;0,42;0,5;1,5;205,63;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0158;Saint-Louis de Blandford ;D02;2002;2015;Stevens;P;20309,14645;20663,21879;;1,1;0,11;0,53;0,21;1,15;34,9;;3,8;23,5;203,5;65;;;;4,5;6,2;128;37;11,25;75;1689;1,3;0,3;0,91;0,5;1,5;202,25;;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,02;Saint-Louis de Blandford ;D03;2002;2015;Stevens;P;28945,66388;17579,42576;;1,1;0,12;0,5;0,22;1,17;31,7;;3,4;23,3;219,4;66,3;;;;4,6;6,5;198;40;11,25;75;1505;1;0,4;0,35;0,5;1,5;196,2;;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,0202;Saint-Louis de Blandford ;D04;2003;2015;Stevens;P;34939,13671;24275,871;;1,2;0,11;0,51;0,24;1,27;36,8;;3,3;23,6;246,3;70,4;;;;4,4;6,4;267;85;11,25;136;1489;1;0,4;1,07;0,3;1,5;305,7;;;;;;;;;;;;;;
Atocas Blandford;T;46,1439;72,0204;Saint-Louis de Blandford ;D05;2003;2015;Stevens;P;23036,64795;20991,18462;;1,3;0,11;0,52;0,23;1,22;41,5;;3,4;24,2;228,5;55,2;;;;4,5;6,4;232;34;11,25;75;1274;0,7;0,6;0,47;0,3;1,5;167,97;;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,0207;Saint-Louis de Blandford ;D06;2004;2015;Ben Lear;P;34420,00544;17023,71984;;1,2;0,12;0,5;0,23;1,29;31,3;;3,4;25,2;227,5;59,1;;;;4,5;6,4;172;38;11,25;75;1586;1,2;0,4;0,56;0,3;1,5;166,52;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0209;Saint-Louis de Blandford ;D07;2004;2015;Stevens;P;31669,45613;9628,7569;;1,1;0,11;0,51;0,24;1,31;39,9;;2,9;26,7;256,6;68,5;;;;4,7;6,3;121;33;11,25;75;1657;1,3;0,3;0,45;0,3;1,5;154,67;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0211;Saint-Louis de Blandford ;D08;2004;2015;Stevens;P;35556,9539;9718,372179;;1,2;0,1;0,49;0,23;1,22;38,5;;3;22,7;253,7;55;;;;4,6;6,3;121;35;11,25;75;1657;1,3;0,3;0,56;0,4;1,5;187,33;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0213;Saint-Louis de Blandford ;D09;2004;2015;Stevens;P;30469,50432;11327,32521;;1,2;0,11;0,5;0,24;1,16;30,1;;3,5;26,4;227;55,5;;;;4,8;6,4;135;35;11,25;75;1651;1,3;0,4;0,83;0,4;1,5;193,35;;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0215;Saint-Louis de Blandford ;D10;2004;2015;Stevens;P;27963,90943;12836,60557;;1,2;0,12;0,52;0,24;1,17;33,7;;4;27;269,8;60,5;;;;4,9;6,4;120;36;11,25;75;1652;1,1;0,3;0,54;0,6;1,5;199,17;;;;;;;;;;;;;;
Atocas Blandford;T;46,1433;72,0218;Saint-Louis de Blandford ;D11;2004;2015;Stevens;P;24741,22729;11091,36218;;1,1;0,11;0,52;0,23;1,16;33,6;;3,6;24,5;242;66,3;;;;4,8;6,3;167;40;11,25;75;1567;1,1;0,3;0,52;0,4;1,5;246,47;;;;;;;;;;;;;;
Atocas Blandford;T;46,1425;72,022;Saint-Louis de Blandford ;E01;2005;2015;Stevens;P;18031,96965;25225,12484;;1,1;0,1;0,55;0,21;1,1;33,7;;3,7;20,5;174,6;60,6;;;;4,8;6,5;62;36;11,25;75;1423;0,9;0,3;0,33;0,075;1,5;122,47;;;;;;;;;;;;;;
Atocas Blandford;T;46,1425;72,0222;Saint-Louis de Blandford ;E02;2005;2015;Stevens;P;24932,08675;21321,82238;;1;0,1;0,55;0,22;1,14;30,3;;3,3;22,7;192,3;72,7;;;;4,6;6;104;36;11,25;75;1868;1,9;0,3;1,58;0,4;1,5;148,95;;;;;;;;;;;;;;
Atocas Blandford;T;46,1424;72,0224;Saint-Louis de Blandford ;E03;2005;2015;Stevens;P;23627,94589;21148,86585;;1,1;0,1;0,52;0,24;1,18;34,1;;3,4;24,1;217,2;66,9;;;;4,9;6,4;42;39;11,25;111;1583;1,1;0,3;0,4;0,075;1,5;156,14;;;;;;;;;;;;;;
Atocas Blandford;T;46,1424;72,0227;Saint-Louis de Blandford ;E04;2005;2015;Stevens;P;15267,10576;21725,03274;;1;0,11;0,56;0,22;1,09;36,8;;3,7;23,5;245,6;67,3;;;;4,8;6,5;182;44;11,25;75;1374;0,9;0,5;0,64;0,4;1,5;186,36;;;;;;;;;;;;;;
Atocas Blandford;T;46,1423;72,0229;Saint-Louis de Blandford ;E05;2005;2015;Stevens;P;26906,74915;11689,70393;;1,2;0,11;0,49;0,24;1,13;41;;4,1;24,6;244,6;61,8;;;;4,7;6,4;134;38;11,25;75;1612;1,3;0,4;1,11;0,3;1,5;229,27;;;;;;;;;;;;;;
Atocas Blandford;T;46,1423;72,0231;Saint-Louis de Blandford ;E06;2005;2015;Pilgrim;P;29191,27369;26901,42605;;1,1;0,1;0,56;0,18;0,94;28;;3,7;21,3;134;60,3;;;;4,7;6;135;42;11,25;75;1655;1,3;0,6;0,95;0,3;1,5;184,17;;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0233;Saint-Louis de Blandford ;E07;2005;2015;Pilgrim;P;27103,71045;33564,41913;;1;0,1;0,54;0,18;0,9;29;;3,3;21,3;168,9;56,1;;;;4,6;6,3;137;33;11,25;75;1458;1,5;0,3;0,48;0,3;1,5;198,39;;;;;;;;;;;;;;
Atocas Blandford;T;46,142;72,0155;Saint-Louis de Blandford ;A01;1999;2016;Stevens;P;28685,30255;15579,96836;;1,1;0,11;0,54;0,23;1,13;20,7;;3,4;30,8;234,7;54,6;77;0,0075;;3,9;5;190;135;118;321;723;22,7;3;1,03;0,4;1,5;240,95;89;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0157;Saint-Louis de Blandford ;A02;1999;2016;Stevens;P;25917,00912;15701,27521;;1,1;0,12;0,51;0,23;1,17;19,1;;3,2;32;265;50,5;78;0,0075;;4,2;5,3;191;104;65;244;937;11,8;3,5;1,77;0,7;1,5;193,65;89;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,02;Saint-Louis de Blandford ;A03;1999;2016;Stevens;P;31791,01536;13307,85345;;1;0,11;0,54;0,22;1,1;18,7;;3,1;29;240,7;81,2;101;0,0075;;4,4;5,2;196;104;60;267;1478;13;2,6;2,08;0,7;1,5;215,8;85;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0202;Saint-Louis de Blandford ;A04;2001;2016;Stevens;P;19595,92218;18586,2937;;1;0,13;0,57;0,22;1,02;26,8;;5,3;25,3;269,8;59,7;84;0,0075;;4,9;6,4;173;39;11,25;75;1208;1,8;0,6;1,23;0,3;1,5;188,27;44;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0204;Saint-Louis de Blandford ;A05;2001;2016;Stevens;P;26088,33673;20692,51642;;1;0,12;0,55;0,23;1,03;27,6;;3,4;26,1;328,2;104,9;129;0,0075;;4,7;6,3;257;45;17;102;1101;1,7;0,6;0,64;0,2;1,5;187,64;27;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0207;Saint-Louis de Blandford ;A06;2004;2016;Stevens;P;28918,00558;20743,76061;;1;0,12;0,53;0,23;1,06;27,9;;3,4;27,1;405;65,4;94;0,0075;;4,6;5,8;181;30;11,25;75;1606;2,6;0,3;0,96;0,3;1,5;173,66;38;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0209;Saint-Louis de Blandford ;A07;2004;2016;Stevens;P;17192,39076;17711,95794;;1;0,12;0,54;0,23;1,03;29,6;;3,4;27,3;328,7;56;85;0,0075;;4,8;5,9;155;34;11,25;101;1662;2,5;0,4;0,42;0,4;1,5;182,45;49;;;;;;;;;;;;;
Atocas Blandford;T;46,1421;72,0211;Saint-Louis de Blandford ;A08;2004;2016;Stevens;P;16884,93188;17297,37224;;0,9;0,11;0,6;0,21;1,01;28,4;;3,1;27,5;309,2;78,1;110;0,0075;;4,8;6;163;41;17;104;1448;2,1;0,5;1,53;0,3;1,5;217,12;38;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0213;Saint-Louis de Blandford ;A09;2004;2016;Stevens;P;20629,99627;15452,5817;;1;0,11;0,55;0,23;1,03;29,6;;3,2;25,8;336;64,4;94;0,0075;;4,7;6,3;157;46;16;75;1367;2,1;0,5;0,77;0,4;1,5;233,93;46;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0215;Saint-Louis de Blandford ;A10;2004;2016;Stevens;P;17962,05603;20845,66994;;1;0,11;0,52;0,22;1,11;32,6;;3,3;27,7;512,6;55,1;93;0,0075;;4,7;6,1;133;38;11,25;75;1559;2,3;0,6;0,68;0,5;1,5;209,47;38;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0218;Saint-Louis de Blandford ;A11;2004;2016;Stevens;P;20838,55636;18075,58897;;0,9;0,11;0,6;0,22;0,99;32;;3,1;26,2;412,2;80,1;113;0,0075;;4,8;6,3;152;41;11,25;75;1360;2;0,6;0,68;0,4;1,5;185,37;35;;;;;;;;;;;;;
Atocas Blandford;T;46,141;72,0155;Saint-Louis de Blandford ;B01;2000;2016;Stevens;P;26071,65192;12182,87864;;1;0,11;0,53;0,21;0,97;20;;2,9;25,2;215,6;69,8;88;0,0075;;4,1;5,3;149;78;66;236;640;14,9;1,5;1,25;0,4;1,5;194,67;69;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0157;Saint-Louis de Blandford ;B02;2000;2016;Ben Lear;P;35213,35556;20220,0856;;1,1;0,1;0,53;0,2;1,17;21,3;;2,8;24,3;261,2;50,8;81;0,0075;;4,2;5,5;241;102;58;201;940;10,2;2,6;1,7;0,8;1,5;203,06;94;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,02;Saint-Louis de Blandford ;B03;2000;2016;Ben Lear;P;29940,43288;18998,70224;;1;0,1;0,57;0,2;1,15;19,8;;2,7;22,7;239,8;60,4;85;0,01;;4,3;5,4;206;68;48;193;943;9,1;1,7;1,54;0,5;1,5;256,78;66;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0202;Saint-Louis de Blandford ;B04;2000;2016;Stevens;P;27866,28096;14802,9676;;1;0,09;0,51;0,2;1,04;19,7;;3,1;29,8;229,9;79,4;102;0,0075;;4,2;5,3;175;98;57;276;937;10,7;2,6;1,37;0,9;1,5;218,03;107;;;;;;;;;;;;;
Atocas Blandford;T;46,1409;72,0204;Saint-Louis de Blandford ;B05;2001;2016;Stevens;P;25722,63228;18493,10456;;1;0,11;0,49;0,23;1;23;;4,1;31,7;309,8;64,8;85;0,0075;;4,2;5,2;189;84;57;289;1152;16,3;3,9;0,99;0,6;2,2;174,96;75;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0155;Saint-Louis de Blandford ;C01;2003;2016;Stevens;P;41890,9612;11000,91301;;1,1;0,11;0,45;0,22;1,17;21,1;;3,3;31,9;222,1;69,8;95;0,0075;;4;5,1;132;125;80;340;927;21,2;2,3;1,43;0,9;1,5;164,8;122;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0157;Saint-Louis de Blandford ;C02;2003;2016;Stevens;P;22398,63042;10836,30795;;1,1;0,12;0,47;0,25;1,23;21,1;;3,2;35,5;291,9;77,7;106;0,0075;;4,1;5,2;126;131;97;359;785;17,4;2,8;1,28;0,8;2,4;203,67;102;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0159;Saint-Louis de Blandford ;C03;2002;2016;Stevens;P;34293,29488;13462,50687;;1,1;0,1;0,45;0,2;1,02;13,9;;3,1;26,1;156;45;70;0,0075;;4,1;5;148;123;92;371;930;30,8;2,7;1,4;1,2;1,5;166,48;137;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0202;Saint-Louis de Blandford ;C04;2002;2016;Stevens;P;33553,13102;14528,41096;;1,1;0,1;0,49;0,22;1,13;15,8;;3,3;31,9;170,2;58,3;81;0,0075;;4,1;5,2;196;124;77;291;879;15,1;3;1,23;1,1;1,5;236,87;122;;;;;;;;;;;;;
Atocas Blandford;T;46,1401;72,0204;Saint-Louis de Blandford ;C05;2001;2016;Stevens;P;35682,25861;13918,91181;;1;0,09;0,47;0,22;1,14;18,2;;3,7;32,7;221,3;88,8;115;0,0075;;4,2;5,2;192;105;75;405;902;14,6;3,3;2,91;0,9;2,4;224,1;110;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0155;Saint-Louis de Blandford ;D01;2002;2016;Pilgrim;P;19942,83669;15180,3961;;0,9;0,12;0,52;0,22;0,98;27,3;;3,2;25,6;294,6;47,1;70;0,0075;;4,7;5,8;190;38;17;127;1520;2,9;0,6;0,65;0,3;1,5;166,03;50;;;;;;;;;;;;;
Atocas Blandford;T;46,1434;72,0158;Saint-Louis de Blandford ;D02;2002;2016;Stevens;P;20663,21879;17110,98652;;0,9;0,11;0,56;0,22;0,97;25,7;;3,9;24,2;259,5;64,9;93;0,0075;;4,7;6,4;218;50;18;116;1252;2,6;0,9;0,73;0,4;1,5;199,82;43;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,02;Saint-Louis de Blandford ;D03;2002;2016;Stevens;P;17579,42576;20320,4481;;1;0,12;0,55;0,23;1,02;23,2;;3,3;24,7;275,6;71,7;94;0,0075;;4,6;6,2;229;46;19;118;1180;2,1;0,9;0,82;0,1;1,5;177,42;27;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,0202;Saint-Louis de Blandford ;D04;2003;2016;Stevens;P;24275,871;16313,68248;;1;0,11;0,55;0,23;1,07;27,3;;3,2;25,2;315,7;60,4;92;0,0075;;4,6;6,2;203;41;17;121;1129;2;0,6;0,82;0,4;1,5;196,87;41;;;;;;;;;;;;;
Atocas Blandford;T;46,1439;72,0204;Saint-Louis de Blandford ;D05;2003;2016;Stevens;P;20991,18462;23821,30667;;1;0,12;0,59;0,23;1;27,4;;3,1;24;246,6;62,4;83;0,0075;;4,6;6,2;196;41;11,25;75;1168;1,4;0,6;0,84;0,2;1,5;155,51;29;;;;;;;;;;;;;
Atocas Blandford;T;46,1435;72,0207;Saint-Louis de Blandford ;D06;2004;2016;Ben Lear;P;17023,71984;23570,17295;;0,9;0,11;0,6;0,22;1,13;27,4;;3,4;25,5;319;49;78;0,0075;;4,6;6,3;180;37;11,25;75;1489;1,7;0,6;0,38;0,3;1,5;151,13;27;;;;;;;;;;;;;
Atocas Blandford;T;46,1425;72,022;Saint-Louis de Blandford ;E01;2005;2016;Stevens;P;25225,12484;13671,60029;;1;0,11;0,63;0,22;0,99;30,6;;3;22,8;242,5;61,6;97;0,0075;;4,5;6,1;125;32;11,25;75;1673;2,4;0,4;0,53;0,2;1,5;117,1;31;;;;;;;;;;;;;
Atocas Blandford;T;46,1425;72,0222;Saint-Louis de Blandford ;E02;2005;2016;Stevens;P;21321,82238;11864,33091;;1;0,1;0,63;0,21;0,98;26,8;;4,2;24,4;215,1;50,6;75;0,0075;;4,8;6,3;186;44;17;145;1497;2;0,6;1,04;0,6;1,5;153;53;;;;;;;;;;;;;
Atocas Blandford;T;46,1424;72,0224;Saint-Louis de Blandford ;E03;2005;2016;Stevens;P;21148,86585;9558,863855;;1;0,11;0,63;0,23;1,02;30,7;;2,8;26,1;295;60,6;92;0,0075;;4,7;5,8;176;39;15;128;1557;2,6;0,5;0,57;0,6;1,5;180,09;57;;;;;;;;;;;;;
Atocas Blandford;T;46,1424;72,0227;Saint-Louis de Blandford ;E04;2005;2016;Stevens;P;21725,03274;13294,96424;;1;0,13;0,69;0,21;0,96;33,8;;3,1;24,5;264,5;54,5;86;0,0075;;4,8;6,5;199;40;11,25;108;1315;1,2;0,5;0,89;0,5;1,5;179,16;57;;;;;;;;;;;;;
Atocas Blandford;T;46,1423;72,0231;Saint-Louis de Blandford ;E06;2005;2016;Pilgrim;P;26901,42605;12477,29652;;1;0,11;0,58;0,2;0,93;24,7;;3,4;27,8;223,6;62,1;92;0,0075;;4,7;6,4;201;36;11,25;104;1410;1,5;0,5;0,91;0,4;1,5;167,98;32;;;;;;;;;;;;;
Atocas Blandford;T;46,1422;72,0233;Saint-Louis de Blandford ;E07;2005;2016;Pilgrim;P;33564,41913;13308,47058;;1;0,11;0,57;0,2;0,94;25,6;;3,7;24,3;231,9;80,1;113;0,0075;;4,6;6,4;187;36;11,25;75;1329;1,5;0,4;0,88;0,6;1,5;172,46;43;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,142;72,0155;Saint-Louis de Blandford ;A01;1999;2017;Stevens;P;15579,96836;28411,53488;;1,2;0,11;0,57;0,25;1,08;76,3;;3,8;32,8;175,6;81,2;88;0,0075;;4,2;5,7;128;68;60;247;607;13,9;1,8;1,83;0,4;2,2;166,87;52;0;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0157;Saint-Louis de Blandford ;A02;1999;2017;Stevens;P;15701,27521;26039,02318;;1,2;0,13;0,58;0,26;1,15;91,5;;5,1;36,7;226,2;85,1;100;0,0075;;4,2;5,4;136;89;66;247;638;14,7;1,9;3,01;0,4;1,5;166,57;49;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,02;Saint-Louis de Blandford ;A03;1999;2017;Stevens;P;13307,85345;27520,61603;;1,1;0,13;0,59;0,25;1,11;106,1;;3,4;32,1;195,2;85;95;0,0075;;4,4;5,2;157;54;28;140;1159;13,1;1;0,67;0,3;1,5;149,12;37;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0202;Saint-Louis de Blandford ;A04;2001;2017;Stevens;P;18586,2937;28921,08503;;1,1;0,13;0,64;0,24;1,04;98,8;;3,5;27,6;208,1;118,1;125;0,0075;;4,6;5,9;263;50;16;105;1262;2,1;1;0,93;0,3;1,5;169,77;28;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0204;Saint-Louis de Blandford ;A05;2001;2017;Stevens;P;20692,51642;34687,22961;;1,1;0,13;0,65;0,23;1,12;84,6;;3,9;25,2;224,2;181,6;192;0,0075;;4,7;6,3;253;46;16;106;1207;1,7;0,9;1,1;0,4;1,5;173,2;30;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0207;Saint-Louis de Blandford ;A06;2004;2017;Stevens;P;20743,76061;29729,14785;;1,2;0,12;0,63;0,23;0,97;68,3;;3,5;26,4;304;98,6;96;0,0075;;4,6;5,9;305;52;23;137;1273;2,3;1,1;2,55;0,3;1,5;230,61;32;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0209;Saint-Louis de Blandford ;A07;2004;2017;Stevens;P;17711,95794;27857,81409;;1,1;0,12;0,61;0,23;1,03;73,9;;4,2;28,5;355,7;82,8;94;0,01;;4,7;6,2;277;53;21;142;1304;2,1;1,2;2,15;0,3;1,5;216,74;29;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1421;72,0211;Saint-Louis de Blandford ;A08;2004;2017;Stevens;P;17297,37224;23148,58912;;1,1;0,12;0,62;0,21;1,05;63,3;;4,3;26,9;312,7;85,4;96;0,0075;;4,6;6,2;166;58;17;108;1480;1,9;1,3;2,06;0,4;1,5;221,91;30;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1422;72,0213;Saint-Louis de Blandford ;A09;2004;2017;Stevens;P;15452,5817;26852,85994;;1,1;0,12;0,61;0,24;1,03;95,1;;4;29,1;379,9;115,3;119;0,0075;;4,7;6,1;221;49;17;75;1558;2;0,7;0,71;0,3;1,5;273,74;26;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1422;72,0215;Saint-Louis de Blandford ;A10;2004;2017;Stevens;P;20845,66994;34098,28779;;1,1;0,11;0,58;0,23;1,04;67,6;;3,7;28,5;251,1;90,6;96;0,0075;;4,6;6,1;153;43;11,25;75;1468;1,8;0,9;1,75;0,4;1,5;226,95;27;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1422;72,0218;Saint-Louis de Blandford ;A11;2004;2017;Stevens;P;18075,58897;30387,95433;;1,2;0,13;0,59;0,25;1,14;84,8;;3,9;30,1;363,9;106,6;118;0,0075;;4,7;6,2;158;44;11,25;75;1441;2,1;0,8;1,67;0,5;1,5;218,7;28;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,141;72,0155;Saint-Louis de Blandford ;B01;2000;2017;Stevens;P;12182,87864;32941,31736;;1,1;0,11;0,6;0,22;1,08;118,5;;3,6;25,5;219,1;65,4;74;0,0075;;4,2;5,9;243;62;37;143;821;6,4;1,2;2,35;0,3;1,5;183,96;38;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1409;72,0157;Saint-Louis de Blandford ;B02;2000;2017;Ben Lear;P;20220,0856;36873,3008;;1,1;0,11;0,61;0,2;1,15;116,4;;4,4;25,5;211,9;57,9;71;0,0075;;4,2;5,7;202;58;41;145;776;7,6;1,2;1,06;0,4;1,5;168,11;43;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1409;72,02;Saint-Louis de Blandford ;B03;2000;2017;Ben Lear;P;18998,70224;31160,53052;;1,2;0,11;0,64;0,21;1,25;136,9;;4,5;25,5;259,9;72,2;83;0,0075;;4,3;5,9;188;72;41;158;829;;1,4;3,22;0,4;1,5;211,6;51;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1409;72,0202;Saint-Louis de Blandford ;B04;2000;2017;Stevens;P;14802,9676;30211,26024;;1,1;0,1;0,54;0,21;1,11;95,1;;3,7;30,2;196,1;66,2;74;0,0075;;4,3;5,8;183;48;33;167;808;11,1;1,3;1,04;0,3;1,5;162,95;36;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1409;72,0204;Saint-Louis de Blandford ;B05;2001;2017;Stevens;P;18493,10456;27102,4096;;1,1;0,11;0,54;0,26;1,16;142,9;;4;36,4;336,8;90,1;103;0,0075;;4,2;5,4;205;54;46;242;893;13,9;2;0,9;0,3;1,5;166,57;33;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1401;72,0155;Saint-Louis de Blandford ;C01;2003;2017;Stevens;P;11000,91301;33668,76235;;1,1;0,11;0,53;0,25;1,33;100,3;;3,9;33,1;175,3;67,4;74;0,0075;;4,2;5,5;88;60;43;211;589;;0,8;1,77;0,6;1,5;113,08;69;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1401;72,0157;Saint-Louis de Blandford ;C02;2003;2017;Stevens;P;10836,30795;27902,63169;;1,1;0,12;0,53;0,26;1,28;111,4;;4,2;36,7;212,6;83,2;86;0,0075;;4;5,5;73;60;59;172;451;28,9;0,9;0,54;0,5;1,5;121,97;69;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1401;72,0159;Saint-Louis de Blandford ;C03;2002;2017;Stevens;P;13462,50687;37536,95392;;1,1;0,1;0,53;0,2;1,05;94,3;;3,5;26,1;162,7;67;67;0,0075;;4,2;5,5;117;52;48;153;644;22,8;0,9;0,49;0,3;1,5;119,3;43;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1401;72,0202;Saint-Louis de Blandford ;C04;2002;2017;Stevens;P;14528,41096;32732,13199;;1,1;0,11;0,54;0,23;1,2;91,4;;3,8;34,8;222,7;68,1;77;0,0075;;;;102;53;59;199;475;25,7;1,1;0,36;0,5;1,5;150,1;59;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1401;72,0204;Saint-Louis de Blandford ;C05;2001;2017;Stevens;P;13918,91181;29746,62271;;1,2;0,11;0,54;0,25;1,13;96,5;;5,5;37;238,7;71,8;82;0,0075;;4,2;5,5;122;45;46;244;613;26,6;1,6;1,82;0,3;1,5;170,15;57;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1434;72,0155;Saint-Louis de Blandford ;D01;2002;2017;Pilgrim;P;15180,3961;26569,442;;1;0,12;0,65;0,19;0,91;52,9;;4,7;24,1;208,4;70,4;71;0,0075;;4,5;6,2;260;47;17;115;1446;2,4;0,8;1,49;0,3;1,5;189,07;28;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1434;72,0158;Saint-Louis de Blandford ;D02;2002;2017;Stevens;P;17110,98652;27884,168;;1,1;0,13;0,63;0,22;0,98;63,1;;3,6;25,4;206,4;84,4;84;0,0075;;4,7;6,2;205;54;17;119;1380;2,5;1;1,38;0,4;1,5;196,29;37;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1435;72,02;Saint-Louis de Blandford ;D03;2002;2017;Stevens;P;20320,4481;29454,53517;;1;0,12;0,62;0,21;0,92;58,3;;5;24,2;193,8;138,4;126;0,0075;;4,6;6,4;208;37;11,25;75;1155;1,5;0,7;0,77;0,4;1,5;176,67;32;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1435;72,0202;Saint-Louis de Blandford ;D04;2003;2017;Stevens;P;16313,68248;30999,95067;;1;0,12;0,61;0,21;0,91;65,5;;3,3;24,6;222,7;97,7;94;0,0075;;4,7;6,3;212;38;11,25;101;1224;1,6;0,9;0,91;0,4;1,5;182,36;29;;;;;;;;;;;;;
Atocas Blandford;Biologique;46,1439;72,0204;Saint-Louis de Blandford ;D05;2003;2017;Stevens;P;23821,30667;26604,37433;;1,2;0,12;0,62;0,23;1,02;79,4;;3,4;25;208,1;114,1;110;0,0075;;4,9;6;185;37;11,25;102;1366;1,9;0,6;0,86;0,4;1,5;164,4;32;;;;;;;;;;;;;
